uuid,relation_uuid,orig_id,relation_orig_id,h_1,h_2,lon_1,lon_2,lat_1,lat_2,distance_meters,source,relation_id
41bf278c-1c0f-4821-87c0-cdf3e45b1cc9,41d71443-b615-4a13-8923-cd1db0ca54b3,325287995681911,333732248107778,183.61521001349,152.34582698749,13.402577547689,13.402388221949,52.516389058536,52.516449593097,14.506922821529914,Mapillary,41bf278c-1c0f-4821-87c0-cdf3e45b1cc9__41d71443-b615-4a13-8923-cd1db0ca54b3
6083f77f-acc7-447a-b75f-a5ce9512f302,f5f8e742-8b38-444b-85db-52bf9447e5c9,288490003007178,4392348190798092,349.740172327,342.26284990119,13.388520253634,13.388668973891,52.518443075112,52.518514696851,12.858923580796612,Mapillary,6083f77f-acc7-447a-b75f-a5ce9512f302__f5f8e742-8b38-444b-85db-52bf9447e5c9
9c3f94b2-0862-4d4a-b351-4e8541260678,f5f8e742-8b38-444b-85db-52bf9447e5c9,477867143468170,4392348190798092,358.36870302417,342.26284990119,13.388514877448,13.388668973891,52.518470068146,52.518514696851,11.576415501919882,Mapillary,9c3f94b2-0862-4d4a-b351-4e8541260678__f5f8e742-8b38-444b-85db-52bf9447e5c9
64f5d83c-2aa3-4f68-91d2-7908092a3fb2,f5f8e742-8b38-444b-85db-52bf9447e5c9,995344527536577,4392348190798092,357.2218305119,342.26284990119,13.388500294161,13.388668973891,52.518532601575,52.518514696851,11.619370134962065,Mapillary,64f5d83c-2aa3-4f68-91d2-7908092a3fb2__f5f8e742-8b38-444b-85db-52bf9447e5c9
826bca6c-e828-4f14-a412-595056400cbd,f5f8e742-8b38-444b-85db-52bf9447e5c9,198768708816293,4392348190798092,349.36552548459,342.26284990119,13.388541007992,13.388668973891,52.518431544264,52.518514696851,12.68827560861235,Mapillary,826bca6c-e828-4f14-a412-595056400cbd__f5f8e742-8b38-444b-85db-52bf9447e5c9
0318aca0-7037-45da-a7b3-93e3f27ff9ce,0ba7c761-b6d0-4512-9e1f-cf664f8ea8ce,185988589950719,400699751161704,180.46798918412,183.18245141812,13.390738826529,13.390544369276,52.516974266468,52.516918255991,14.594282048048324,Mapillary,0318aca0-7037-45da-a7b3-93e3f27ff9ce__0ba7c761-b6d0-4512-9e1f-cf664f8ea8ce
7a3bd5bb-fbaa-40ae-9ee5-1354bd2e79d3,7f647536-6a62-49be-a678-f66d5f6a219c,2755446444766623,918649408930924,0.0,347.05757795245,13.388992898548,13.389144217022,52.51550826198,52.515457034371,11.745161896500068,Mapillary,7a3bd5bb-fbaa-40ae-9ee5-1354bd2e79d3__7f647536-6a62-49be-a678-f66d5f6a219c
2e29f557-8761-4035-8ea4-cd8dfc5dc285,75414c65-6ec2-4dc5-9286-2be1b90276d9,1172366213176169,4335459729820061,349.46971386926,352.99827544959,13.388472046148,13.388296053933,52.519514573853,52.519443477218,14.32491030735817,Mapillary,2e29f557-8761-4035-8ea4-cd8dfc5dc285__75414c65-6ec2-4dc5-9286-2be1b90276d9
26c69a85-c32d-4970-bc59-ea004f2b8b4b,75414c65-6ec2-4dc5-9286-2be1b90276d9,487443862569716,4335459729820061,353.86190458487,352.99827544959,13.388477702367,13.388296053933,52.519471092746,52.519443477218,12.704280197744852,Mapillary,26c69a85-c32d-4970-bc59-ea004f2b8b4b__75414c65-6ec2-4dc5-9286-2be1b90276d9
57bca887-9906-4241-a103-a44a5577721f,75414c65-6ec2-4dc5-9286-2be1b90276d9,2934284870119488,4335459729820061,350.91089202567,352.99827544959,13.388478181462,13.388296053933,52.519494998402,52.519443477218,13.624061473275884,Mapillary,57bca887-9906-4241-a103-a44a5577721f__75414c65-6ec2-4dc5-9286-2be1b90276d9
